,author,comment_count,language,received_for_free,recommendationid,review,steam_purchase,timestamp_created,timestamp_updated,voted_up,votes_funny,votes_up,weighted_vote_score,written_during_early_access
54,"{'steamid': '76561198287383221', 'num_games_owned': 2, 'num_reviews': 1, 'playtime_forever': 157, 'playtime_last_two_weeks': 157, 'last_played': 1554831949}",0,english,False,50030999,I purchase a game but its not working smoothly.  Plzz fix it,True,1554732634,1554732634,False,0,1,0,False
55,"{'steamid': '76561198059502747', 'num_games_owned': 56, 'num_reviews': 4, 'playtime_forever': 4111, 'playtime_last_two_weeks': 580, 'last_played': 1554731397}",0,english,False,50030805,"This game is perfect for people who like to sit 10 min in corners and camping their a**es off.
Too slow paced game style and  overall a bad clunky movement mechanic.
10 of 10 camper like this game.",True,1554731852,1554731852,False,0,3,0.533898293972015381,False
56,"{'steamid': '76561198413672440', 'num_games_owned': 3, 'num_reviews': 1, 'playtime_forever': 6391, 'playtime_last_two_weeks': 0, 'last_played': 1551116379}",0,english,False,50029987,hasu lol,True,1554728574,1554728574,True,0,0,0,False
57,"{'steamid': '76561198046563103', 'num_games_owned': 5, 'num_reviews': 1, 'playtime_forever': 290567, 'playtime_last_two_weeks': 5616, 'last_played': 1554819891}",0,english,False,50029711,Great game completely ruined by chinese playerbase and poor developer decisions.,True,1554727199,1554727199,False,0,1,0,False
58,"{'steamid': '76561198928579945', 'num_games_owned': 1, 'num_reviews': 1, 'playtime_forever': 1016, 'playtime_last_two_weeks': 127, 'last_played': 1554635510}",0,english,False,50029480,It so suckkkkkkkkk,True,1554726086,1554726086,False,0,2,0,False
59,"{'steamid': '76561198118451563', 'num_games_owned': 4, 'num_reviews': 2, 'playtime_forever': 2650, 'playtime_last_two_weeks': 0, 'last_played': 1553222139}",0,english,False,50028789,It was fun for about 30 hours of gameplay but now it gets a bit boring,True,1554722717,1554722717,False,0,1,0,False
60,"{'steamid': '76561198153631657', 'num_games_owned': 233, 'num_reviews': 25, 'playtime_forever': 5589, 'playtime_last_two_weeks': 0, 'last_played': 1547336116}",0,english,False,50028722,"Game has huge maps and if you consider yourself ""not good at the game"" you should drop into places that usually nobody does so you can get gears and weapons without fighting. With this way it takes like 30 minutes of looting and running untill someone somehow one shots you with their sniper. Then you repeat the same sh*t ever and ever again. If you think this is entertaining go on and buy it you will love this game. Otherwise if you are good at this kind of games you need a high-end pc. Just drop into places where most of the newbies drop and loot everything it will last less and you will enjoy it.

TL;DR i am ""not good at the game"" and can't enjoy the game with 1050ti usually they are killing me before i even see them so i could get my money back if i could.

Devs are like ""Hey i made a game and its popular just buy it for only $40! Oh you want some cool stuff and skins? You can buy keys for $2.50 and try your luck!"". Meh, money diggers...

Also there are too many hackers in game currently so, choice is yours...
",True,1554722374,1554722374,False,0,1,0,False
61,"{'steamid': '76561198918808355', 'num_games_owned': 1, 'num_reviews': 1, 'playtime_forever': 7904, 'playtime_last_two_weeks': 1937, 'last_played': 1554813022}",0,english,False,50028679,"First of all, I like playing this game very much. However, when I was prompted with something wrong, I couldn't get into the game any more. After uninstalling and reinstalling the game, I was told that I was banned after playing the second one. At the same time, I also hope that the blue hole company can give me clean hands and open my account. The game experiencs is personal.",True,1554722106,1554722106,True,0,0,0,False
62,"{'steamid': '76561198050675696', 'num_games_owned': 39, 'num_reviews': 2, 'playtime_forever': 77384, 'playtime_last_two_weeks': 919, 'last_played': 1554872979}",0,english,False,50028388,"I use to love this game but at this point, I feel like you guys need to completely revamp it. There are tons of cheaters and too many bugs that haven't been addressed (shot registry, d-sync, etc). These are all issues that should have been fixed in early access. Instead of hosting tournaments and selling in-game loot, maybe fix these issues first so that people who actually love the game and want to continue playing it regularly, can actually do it and enjoy it.",True,1554720569,1554720569,False,0,1,0,False
63,"{'steamid': '76561198033627309', 'num_games_owned': 59, 'num_reviews': 2, 'playtime_forever': 14503, 'playtime_last_two_weeks': 860, 'last_played': 1554831106}",0,english,False,50027755,Full of hackers,True,1554717269,1554717269,False,1,0,0,False
64,"{'steamid': '76561198256781014', 'num_games_owned': 50, 'num_reviews': 1, 'playtime_forever': 4952, 'playtime_last_two_weeks': 0, 'last_played': 1551107681}",0,english,False,50027002,It has frying pans. Which i like.,True,1554712936,1554712936,True,0,0,0,False
65,"{'steamid': '76561198307273057', 'num_games_owned': 2, 'num_reviews': 1, 'playtime_forever': 18488, 'playtime_last_two_weeks': 987, 'last_played': 1554807364}",0,english,False,50026892,good game,True,1554712259,1554712259,True,0,1,0.523809552192687988,False
66,"{'steamid': '76561198142061704', 'num_games_owned': 4, 'num_reviews': 1, 'playtime_forever': 18104, 'playtime_last_two_weeks': 730, 'last_played': 1554835123}",0,english,False,50026844,Good game but fix ping issues and de sync,True,1554711933,1554711933,True,0,0,0,False
67,"{'steamid': '76561198946102064', 'num_games_owned': 2, 'num_reviews': 1, 'playtime_forever': 2591, 'playtime_last_two_weeks': 2591, 'last_played': 1554795077}",0,english,False,50026400,full of hackers every where,True,1554709260,1554709260,False,0,1,0.5,False
68,"{'steamid': '76561198361439945', 'num_games_owned': 5, 'num_reviews': 3, 'playtime_forever': 61460, 'playtime_last_two_weeks': 6751, 'last_played': 1554815791}",0,english,False,50026350,Bitch.,True,1554708852,1554708852,True,0,0,0,False
69,"{'steamid': '76561198002065533', 'num_games_owned': 611, 'num_reviews': 1, 'playtime_forever': 5266, 'playtime_last_two_weeks': 841, 'last_played': 1554872388}",0,english,False,50025471,"I used to enjoy this game until the last 30 matches I played ended with a chinese hacker killing me with his aimbot. This game costs money in a world where most of its competitors are free and are mostly free of hackers, and they wonder where their damned playerbase went.",True,1554703009,1554703009,False,0,2,0.545454561710357666,False
70,"{'steamid': '76561198260682850', 'num_games_owned': 8, 'num_reviews': 1, 'playtime_forever': 274, 'playtime_last_two_weeks': 148, 'last_played': 1554856315}",0,english,False,50023959,love the smoothness of the game in comparison to console gaming new to the pc world,True,1554692912,1554692912,True,0,0,0,False
71,"{'steamid': '76561198028143942', 'num_games_owned': 106, 'num_reviews': 3, 'playtime_forever': 97371, 'playtime_last_two_weeks': 3644, 'last_played': 1554859264}",0,english,False,50023436,Been out for years and they can't figure out how to give you 4 people in a fucking squad.,True,1554689764,1554689764,False,0,0,0,False
72,"{'steamid': '76561198277420527', 'num_games_owned': 22, 'num_reviews': 2, 'playtime_forever': 3316, 'playtime_last_two_weeks': 100, 'last_played': 1554863905}",0,english,False,50023367,bad lmoa,True,1554689335,1554689335,True,0,0,0.476190477609634399,False
73,"{'steamid': '76561198839616714', 'num_games_owned': 10, 'num_reviews': 2, 'playtime_forever': 15031, 'playtime_last_two_weeks': 4711, 'last_played': 1554859382}",0,english,False,50022256,"I know this game gets a ton of hate for being a cash grab, but since I first played it, I was hooked. It is by far the most replayable game I have every owned. The only game that I got even close to playing as much was Battlefield 1, but even then, I played PUBG far more. I originally owned the game on an Xbox One X, but it was an absolute mess playing it on that. The game was locked at 30 fps and crashed constantly because it would overheat my Xbox. Also, you can imagine how difficult playing a game like PUBG is on a controller with no aim assist. Still, I had a ton of fun playing it on the Xbox and put around 150 hours into it on that. Playing on PC has been spectacular though. Playing it in 1440p at around 110 fps is a night and day difference to the Xbox. The visuals might not match some other AAA titles, but they are close. It is good to see that Bluehole is still refining the game by adding new weapons and switching up weapons like the M16, UMP, and Vector while adding the MP5K. 

10/10",True,1554682507,1554682507,True,0,1,0.523809552192687988,False
74,"{'steamid': '76561197980137167', 'num_games_owned': 344, 'num_reviews': 8, 'playtime_forever': 112, 'playtime_last_two_weeks': 0, 'last_played': 1545975594}",0,english,False,50021716,"I can't believe this game won game of the year. I played three matches and that was enough for a lifetime. This game was the first battle royal game, but it certainly isn't the best.",True,1554679314,1554679552,False,0,5,0.555002331733703613,False
75,"{'steamid': '76561198374096811', 'num_games_owned': 16, 'num_reviews': 3, 'playtime_forever': 48, 'playtime_last_two_weeks': 20, 'last_played': 1554672760}",1,english,False,50021673,Great game! Very fun!,True,1554679113,1554679113,True,0,0,0,False
76,"{'steamid': '76561198065539737', 'num_games_owned': 34, 'num_reviews': 1, 'playtime_forever': 81984, 'playtime_last_two_weeks': 531, 'last_played': 1554720322}",0,english,False,50021440,"SA player. I've met the below (recommended) HW specs

RECOMMENDED:
Requires a 64-bit processor and operating system --> Done
OS: 64-bit Windows 7, Windows 8.1, Windows 10 --> Done 
Processor: Intel Core i5-6600K / AMD Ryzen 5 1600 --> Done (AMD Ryzen 5 1600X)
Memory: 16 GB RAM --> Done ()
Graphics: NVIDIA GeForce GTX 1060 3GB / AMD Radeon RX 580 4GB --> Done (NVIDIA GeForce GTX 1080 Ti)
DirectX: Version 11 --> Done
Network: Broadband Internet connection --> Done (60 Mbps link)
Storage: 30 GB available space --> Done (Dedicated Samsung SSD 500 Gb // Operating System --> Sandisk SSD 500 Gb)

What else have I done?
1. Modified all video settings to the lowest (Keeping ONLY resolution to 1920*1080).
2. Created Windows Defender exclusions for SteamApps folder.
3. Created performance counters to check GPU spikes
4. Created performance counters to check CPU spikes
5. Modified the page file accordingly.
6. Tried with customized options on the launcher (Use all available CPUs and stuff)

Vikendi is impossible to play, not because people doesn't look for it, but because of an unbearable poor performance. I can't get 60 fps with the above.
You can have a game in which you get 60 ms latency, but next one will be over 150 ms until you close and re-open it (and it doesn't work every time). This is the only game in which I experience such a thing. Even in games with up to 50 ms latency, desync plays its own game.
Launching PUBG takes OVER 50 SECONDS now (It used to take 10'').
Can never play solo/duo in SA servers.
Sound ""bugs"" are now terrible.

At this stage when I play, I noticed I spend more time complaining about it than having a good time. The only reason why it's still installed is I keep hoping it will get better, however, when maintenance activities happen and you get a ""Fixed a bug when dropping 2 bandages showing as 1 on the stairs of a house with a wooden fence in Mylta when playing FPP and weather is sunset"", I honestly WILL NOT recommend to pay for it.",True,1554677874,1554677906,False,0,0,0,False
